"region","system","network","isIO","instanceId","vCpu","memory","intranetGbps","intranetPPS","hourlyPrice","weeklyPrice","standard","monthlyPrice","yearlyPrice","2yearPrice","3yearPrice","4yearPrice","5yearPrice"
"cn-chengdu","linux","vpc","true","ecs.g6.13xlarge",52,192,12.5,300,"11.7","1572.47","5616.0","5616.0","57283.2","94348.8","111196.8","121305.6","128044.8"
"cn-chengdu","linux","vpc","true","ecs.r6e.13xlarge",52,384,16,900,"18.958","2547.99","9100.0","9100.0","92820.0","152880.0","180180.0","196560.0","207480.0"
"cn-chengdu","linux","vpc","true","ecs.r6.13xlarge",52,384,12.5,300,"15.5","2083.53","7441.2","7441.2","75900.24","125012.16","147335.76","160729.92","169659.36"
"cn-chengdu","linux","vpc","true","ecs.re6.13xlarge",52,768,10,180,"23.108","3105.64","11091.6","11091.6","113134.32","186338.88","219613.68","239578.56","252888.48"
"cn-chengdu","linux","vpc","true","ecs.hfc6.16xlarge",64,128,20,400,"12.933","1738.23","6208.0","6208.0","63321.6","104294.4","122918.4","134092.8","141542.4"
"cn-chengdu","linux","vpc","true","ecs.hfg6.16xlarge",64,256,20,400,"15.867","2132.47","7616.0","7616.0","77683.2","127948.8","150796.8","164505.6","173644.8"
"cn-chengdu","linux","vpc","true","ecs.hfr6.16xlarge",64,512,20,400,"21.0","2822.39","10080.0","10080.0","102816.0","169344.0","199584.0","217728.0","229824.0"
"cn-chengdu","linux","vpc","true","ecs.hfc6.20xlarge",80,192,25,600,"16.167","2172.79","7760.0","7760.0","79152.0","130368.0","153648.0","167616.0","176928.0"
"cn-chengdu","linux","vpc","true","ecs.hfg6.20xlarge",80,384,25,600,"19.833","2665.59","9520.0","9520.0","97104.0","159936.0","188496.0","205632.0","217056.0"
"cn-chengdu","linux","vpc","true","ecs.hfr6.20xlarge",80,768,25,600,"26.25","3527.99","12600.0","12600.0","128520.0","211680.0","249480.0","272160.0","287280.0"
"cn-chengdu","linux","vpc","true","ecs.c6.26xlarge",104,192,25,600,"18.23","2450.44","8751.6","8751.6","89266.32","147026.88","173281.68","189034.56","199536.48"
"cn-chengdu","linux","vpc","true","ecs.ebmc6.26xlarge",104,192,30,600,"18.23","2450.44","8751.6","8751.6","89266.32","147026.88","173281.68","189034.56","199536.48"
"cn-chengdu","linux","vpc","true","ecs.c6e.26xlarge",104,192,32,2400,"21.342","2868.31","10244.0","10244.0","104488.8","172099.2","202831.2","221270.4","233563.2"
"cn-chengdu","linux","vpc","true","ecs.g6.26xlarge",104,384,25,600,"23.4","3144.95","11232.0","11232.0","114566.4","188697.6","222393.6","242611.2","256089.6"
"cn-chengdu","linux","vpc","true","ecs.ebmg6.26xlarge",104,384,30,600,"23.4","3144.95","11232.0","11232.0","114566.4","188697.6","222393.6","242611.2","256089.6"
"cn-chengdu","linux","vpc","true","ecs.r6.26xlarge",104,768,25,600,"31.01","4167.06","14882.4","14882.4","151800.48","250024.32","294671.52","321459.84","339318.72"
"cn-chengdu","linux","vpc","true","ecs.ebmr6.26xlarge",104,768,30,600,"31.01","4167.06","14882.4","14882.4","151800.48","250024.32","294671.52","321459.84","339318.72"
"cn-chengdu","linux","vpc","true","ecs.re6.26xlarge",104,1536,16,300,"46.215","6211.29","22183.2","22183.2","226268.64","372677.76","439227.36","479157.12","505776.96"
"cn-chengdu","linux","vpc","true","ecs.re6.52xlarge",208,3072,32,600,"92.43","12422.58","44366.4","44366.4","452537.28","745355.52","878454.72","958314.24","1011553.92"
"cn-chengdu","linux","vpc","true","ecs.hfc7.large",2,4,1.2,90,"0.471","63.27","226.0","226.0","2305.2","3796.8","4474.8","4881.6","5152.8"
"cn-chengdu","linux","vpc","true","ecs.hfc7.xlarge",4,8,2,100,"0.942","126.55","452.0","452.0","4610.4","7593.6","8949.6","9763.2","10305.6"
"cn-chengdu","linux","vpc","true","ecs.hfc7.2xlarge",8,16,3,160,"1.883","253.11","904.0","904.0","9220.8","15187.2","17899.2","19526.4","20611.2"
"cn-chengdu","linux","vpc","true","ecs.hfc7.3xlarge",12,24,4.5,200,"2.825","379.67","1356.0","1356.0","13831.2","22780.8","26848.8","29289.6","30916.8"
"cn-chengdu","linux","vpc","true","ecs.hfc7.4xlarge",16,32,6,250,"3.767","506.23","1808.0","1808.0","18441.6","30374.4","35798.4","39052.8","41222.4"
"cn-chengdu","linux","vpc","true","ecs.hfc7.6xlarge",24,48,8,300,"5.65","759.35","2712.0","2712.0","27662.4","45561.6","53697.6","58579.2","61833.6"
"cn-chengdu","linux","vpc","true","ecs.hfc7.8xlarge",32,64,10,400,"7.533","1012.47","3616.0","3616.0","36883.2","60748.8","71596.8","78105.6","82444.8"
"cn-chengdu","linux","vpc","true","ecs.hfc7.12xlarge",48,96,16,600,"11.3","1518.71","5424.0","5424.0","55324.8","91123.2","107395.2","117158.4","123667.2"
"cn-chengdu","linux","vpc","true","ecs.hfc7.24xlarge",96,192,32,1200,"22.6","3037.43","10848.0","10848.0","110649.6","182246.4","214790.4","234316.8","247334.4"
"cn-chengdu","linux","vpc","true","ecs.d1ne.2xlarge",8,32,6,80,"6.02","485.23","1733.0","1646.35","15597.0","24955.2","28074.6","29946.24","31194.0"
"cn-chengdu","linux","vpc","true","ecs.d1ne.4xlarge",16,64,12,160,"12.03","970.47","3466.0","3292.7","31194.0","49910.4","56149.2","59892.48","62388.0"
"cn-chengdu","linux","vpc","true","ecs.d1ne.6xlarge",24,96,16,200,"18.05","1455.71","5199.0","4939.05","46791.0","74865.6","84223.8","89838.72","93582.0"
"cn-chengdu","linux","vpc","true","ecs.d1ne.8xlarge",32,128,20,250,"24.06","1940.95","6932.0","6585.4","62388.0","99820.8","112298.4","119784.96","124776.0"
"cn-chengdu","linux","vpc","true","ecs.d1ne-c8d3.8xlarge",32,128,20,200,"23.1","1862.55","6652.0","6319.4","59868.0","95788.8","107762.4","114946.56","119736.0"
"cn-chengdu","linux","vpc","true","ecs.d1ne-c14d3.14xlarge",56,160,35,450,"35.03","2824.63","10088.0","9583.6","90792.0","145267.2","163425.6","174320.64","181584.0"
"cn-chengdu","linux","vpc","true","ecs.d1ne.14xlarge",56,224,40,450,"42.11","3396.67","12131.0","11524.45","109179.0","174686.4","196522.2","209623.68","218358.0"
"cn-chengdu","linux","vpc","true","ecs.t5-lc2m1.nano",1,0.5,0.1,4,"0.06","4.47","16.0","15.2","144.0","230.4","259.2","276.48","288.0"
"cn-chengdu","linux","vpc","true","ecs.t5-lc1m1.small",1,1,0.2,6,"0.08","6.15","22.0","20.9","198.0","316.8","356.4","380.16","396.0"
"cn-chengdu","linux","vpc","true","ecs.t5-lc1m2.small",1,2,0.2,6,"0.15","12.03","43.0","40.85","387.0","619.2","696.6","743.04","774.0"
"cn-chengdu","linux","vpc","true","ecs.t5-c1m1.large",2,2,0.5,10,"0.26","20.99","75.0","71.25","675.0","1080.0","1215.0","1296.0","1350.0"
"cn-chengdu","linux","vpc","true","ecs.ic5.large",2,2,1,30,"0.53","42.83","153.0","153.0","1560.6","2570.4","3029.4","3304.8","3488.4"
"cn-chengdu","linux","vpc","true","ecs.t5-lc1m2.large",2,4,0.4,10,"0.3","24.07","86.0","81.7","774.0","1238.4","1393.2","1486.08","1548.0"
"cn-chengdu","linux","vpc","true","ecs.t5-c1m2.large",2,4,0.5,10,"0.36","29.11","104.0","98.8","936.0","1497.6","1684.8","1797.12","1872.0"
"cn-chengdu","linux","vpc","true","ecs.hfc5.large",2,4,1,30,"0.78","63.24","225.9","225.9","2249.96","3578.26","4066.2","4337.28","4472.82"
"cn-chengdu","linux","vpc","true","ecs.c5.large",2,4,1,20,"0.56","45.1","161.1","161.1","1643.22","2706.48","3189.78","3479.76","3673.08"
"cn-chengdu","linux","vpc","true","ecs.g5.large",2,8,1,20,"0.8","64.39","230.0","230.0","2346.0","3864.0","4554.0","4968.0","5244.0"
"cn-chengdu","linux","vpc","true","ecs.g5ne.large",2,8,1,40,"0.649","87.28","311.75","311.75","3179.85","5237.4","6172.65","6733.8","7107.9"
"cn-chengdu","linux","vpc","true","ecs.t5-lc1m4.large",2,8,0.4,10,"0.5","40.03","143.0","135.85","1287.0","2059.2","2316.6","2471.04","2574.0"
"cn-chengdu","linux","vpc","true","ecs.hfg5.large",2,8,1,30,"1.04","83.65","298.8","298.8","2904.34","4661.28","5270.83","5593.54","5736.96"
"cn-chengdu","linux","vpc","true","ecs.t5-c1m4.large",2,8,0.5,10,"0.56","45.35","162.0","153.9","1458.0","2332.8","2624.4","2799.36","2916.0"
"cn-chengdu","linux","vpc","true","ecs.r5.large",2,16,1,20,"1.02","82.03","293.0","293.0","2988.6","4922.4","5801.4","6328.8","6680.4"
"cn-chengdu","linux","vpc","true","ecs.ic5.xlarge",4,4,1.5,50,"1.06","85.67","306.0","306.0","3121.2","5140.8","6058.8","6609.6","6976.8"
"cn-chengdu","linux","vpc","true","ecs.t5-c1m1.xlarge",4,4,0.8,20,"0.52","41.99","150.0","142.5","1350.0","2160.0","2430.0","2592.0","2700.0"
"cn-chengdu","linux","vpc","true","ecs.c5.xlarge",4,8,1.5,30,"1.12","90.21","322.2","322.2","3286.44","5412.96","6379.56","6959.52","7346.16"
"cn-chengdu","linux","vpc","true","ecs.hfc5.xlarge",4,8,1.5,50,"1.57","126.49","451.8","451.8","4499.93","7156.51","8132.4","8674.56","8945.64"
"cn-chengdu","linux","vpc","true","ecs.t5-c1m2.xlarge",4,8,0.8,20,"0.72","58.23","208.0","197.6","1872.0","2995.2","3369.6","3594.24","3744.0"
"cn-chengdu","linux","vpc","true","ecs.gn6i-c4g1.xlarge",4,15,4,50,"10.46","843.63","3013.0","3013.0","30732.6","50618.4","59657.4","65080.8","68696.4"
"cn-chengdu","linux","vpc","true","ecs.t5-c1m4.xlarge",4,16,0.8,20,"1.13","90.71","324.0","307.8","2916.0","4665.6","5248.8","5598.72","5832.0"
"cn-chengdu","linux","vpc","true","ecs.g5ne.xlarge",4,16,2,75,"1.299","174.57","623.5","623.5","6359.7","10474.8","12345.3","13467.6","14215.8"
"cn-chengdu","linux","vpc","true","ecs.g5.xlarge",4,16,1.5,30,"1.6","128.79","460.0","460.0","4692.0","7728.0","9108.0","9936.0","10488.0"
"cn-chengdu","linux","vpc","true","ecs.hfg5.xlarge",4,16,1.5,50,"2.08","167.32","597.6","597.6","5808.67","9322.56","10541.66","11187.07","11473.92"
"cn-chengdu","linux","vpc","true","ecs.vgn6i-m4.xlarge",4,23,3,50,"2.201","295.75","1056.28","1056.28","12675.36","25350.72","38026.08","50701.44","63376.8"
"cn-chengdu","linux","vpc","true","ecs.r5.xlarge",4,32,1.5,30,"2.03","164.07","586.0","586.0","5977.2","9844.8","11602.8","12657.6","13360.8"
"cn-chengdu","linux","vpc","true","ecs.i2.xlarge",4,32,1,50,"1.7","227.8","813.6","813.6","8298.72","13668.48","16109.28","17573.76","18550.08"
"cn-chengdu","linux","vpc","true","ecs.ic5.2xlarge",8,8,2.5,80,"2.13","171.35","612.0","612.0","6242.4","10281.6","12117.6","13219.2","13953.6"
"cn-chengdu","linux","vpc","true","ecs.t5-c1m1.2xlarge",8,8,1.2,40,"1.04","83.99","300.0","285.0","2700.0","4320.0","4860.0","5184.0","5400.0"
"cn-chengdu","linux","vpc","true","ecs.t5-c1m2.2xlarge",8,16,1.2,40,"1.44","116.47","416.0","395.2","3744.0","5990.4","6739.2","7188.48","7488.0"
"cn-chengdu","linux","vpc","true","ecs.hfc5.2xlarge",8,16,2,100,"3.14","253.0","903.6","903.6","8999.86","14313.02","16264.8","17349.12","17891.28"
"cn-chengdu","linux","vpc","true","ecs.c5.2xlarge",8,16,2.5,50,"2.24","180.42","644.4","644.4","6572.88","10825.92","12759.12","13919.04","14692.32"
"cn-chengdu","linux","vpc","true","ecs.gn6i-c8g1.2xlarge",8,31,5,80,"12.6","1016.11","3629.0","3629.0","37015.8","60967.2","71854.2","78386.4","82741.2"
"cn-chengdu","linux","vpc","true","ecs.g5.2xlarge",8,32,2.5,50,"3.19","257.59","920.0","920.0","9384.0","15456.0","18216.0","19872.0","20976.0"
"cn-chengdu","linux","vpc","true","ecs.t5-c1m4.2xlarge",8,32,1.2,40,"2.25","181.43","648.0","615.6","5832.0","9331.2","10497.6","11197.44","11664.0"
"cn-chengdu","linux","vpc","true","ecs.hfg5.2xlarge",8,32,2,100,"4.15","334.65","1195.2","1195.2","11617.34","18645.12","21083.33","22374.14","22947.84"
"cn-chengdu","linux","vpc","true","ecs.g5ne.2xlarge",8,32,3.5,150,"4.33","349.15","1247.0","1247.0","12719.4","20949.6","24690.6","26935.2","28431.6"
"cn-chengdu","linux","vpc","true","ecs.i2g.2xlarge",8,32,2,100,"2.766","371.69","1327.5","1327.5","13540.5","22302.0","26284.5","28674.0","30267.0"
"cn-chengdu","linux","vpc","true","ecs.i2.2xlarge",8,64,2,100,"3.39","455.61","1627.2","1627.2","16597.44","27336.96","32218.56","35147.52","37100.16"
"cn-chengdu","linux","vpc","true","ecs.r5.2xlarge",8,64,2.5,50,"4.07","328.15","1172.0","1172.0","11954.4","19689.6","23205.6","25315.2","26721.6"
"cn-chengdu","linux","vpc","true","ecs.vgn6i-m8.2xlarge",10,46,4,80,"4.548","611.23","2183.0","2183.0","26196.0","52392.0","78588.0","104784.0","130980.0"
"cn-chengdu","linux","vpc","true","ecs.ic5.3xlarge",12,12,4,90,"3.19","257.03","918.0","918.0","9363.6","15422.4","18176.4","19828.8","20930.4"
"cn-chengdu","linux","vpc","true","ecs.c5.3xlarge",12,24,4,90,"3.36","270.64","966.6","966.6","9859.32","16238.88","19138.68","20878.56","22038.48"
"cn-chengdu","linux","vpc","true","ecs.hfc5.3xlarge",12,24,2.5,130,"4.71","379.5","1355.4","1355.4","13499.78","21469.54","24397.2","26023.68","26836.92"
"cn-chengdu","linux","vpc","true","ecs.g5.3xlarge",12,48,4,90,"4.79","386.39","1380.0","1380.0","14076.0","23184.0","27324.0","29808.0","31464.0"
"cn-chengdu","linux","vpc","true","ecs.hfg5.3xlarge",12,48,2.5,130,"6.23","501.97","1792.8","1792.8","17426.02","27967.68","31624.99","33561.22","34421.76"
"cn-chengdu","linux","vpc","true","ecs.r5.3xlarge",12,96,4,90,"6.1","492.23","1758.0","1758.0","17931.6","29534.4","34808.4","37972.8","40082.4"
"cn-chengdu","linux","vpc","true","ecs.ic5.4xlarge",16,16,5,100,"4.25","342.71","1224.0","1224.0","12484.8","20563.2","24235.2","26438.4","27907.2"
"cn-chengdu","linux","vpc","true","ecs.t5-c1m1.4xlarge",16,16,1.2,60,"2.08","167.99","600.0","570.0","5400.0","8640.0","9720.0","10368.0","10800.0"
"cn-chengdu","linux","vpc","true","ecs.c5.4xlarge",16,32,5,100,"4.48","360.85","1288.8","1288.8","13145.76","21651.84","25518.24","27838.08","29384.64"
"cn-chengdu","linux","vpc","true","ecs.hfc5.4xlarge",16,32,3,160,"6.28","506.01","1807.2","1807.2","17999.71","28626.05","32529.6","34698.24","35782.56"
"cn-chengdu","linux","vpc","true","ecs.t5-c1m2.4xlarge",16,32,1.2,60,"2.89","232.95","832.0","790.4","7488.0","11980.8","13478.4","14376.96","14976.0"
"cn-chengdu","linux","vpc","true","ecs.gn6i-c16g1.4xlarge",16,62,6,100,"14.77","1190.83","4253.0","4253.0","43380.6","71450.4","84209.4","91864.8","96968.4"
"cn-chengdu","linux","vpc","true","ecs.g5.4xlarge",16,64,5,100,"6.39","515.19","1840.0","1840.0","18768.0","30912.0","36432.0","39744.0","41952.0"
"cn-chengdu","linux","vpc","true","ecs.hfg5.4xlarge",16,64,3,160,"8.3","669.3","2390.4","2390.4","23234.69","37290.24","42166.66","44748.29","45895.68"
"cn-chengdu","linux","vpc","true","ecs.g5ne.4xlarge",16,64,7,300,"8.66","698.31","2494.0","2494.0","25438.8","41899.2","49381.2","53870.4","56863.2"
"cn-chengdu","linux","vpc","true","ecs.i2g.4xlarge",16,64,3,150,"5.532","743.39","2655.0","2655.0","27081.0","44604.0","52569.0","57348.0","60534.0"
"cn-chengdu","linux","vpc","true","ecs.r5.4xlarge",16,128,5,100,"8.14","656.31","2344.0","2344.0","23908.8","39379.2","46411.2","50630.4","53443.2"
"cn-chengdu","linux","vpc","true","ecs.i2.4xlarge",16,128,3,150,"6.78","911.22","3254.4","3254.4","33194.88","54673.92","64437.12","70295.04","74200.32"
"cn-chengdu","linux","vpc","true","ecs.c5.6xlarge",24,48,7.5,150,"6.71","541.29","1933.2","1933.2","19718.64","32477.76","38277.36","41757.12","44076.96"
"cn-chengdu","linux","vpc","true","ecs.hfc5.6xlarge",24,48,4.5,200,"9.41","759.01","2710.8","2710.8","26999.57","42939.07","48794.4","52047.36","53673.84"
"cn-chengdu","linux","vpc","true","ecs.gn6i-c24g1.6xlarge",24,93,7.5,120,"15.47","1247.39","4455.0","4455.0","45441.0","74844.0","88209.0","96228.0","101574.0"
"cn-chengdu","linux","vpc","true","ecs.g5.6xlarge",24,96,7.5,150,"9.58","772.79","2760.0","2760.0","28152.0","46368.0","54648.0","59616.0","62928.0"
"cn-chengdu","linux","vpc","true","ecs.hfg5.6xlarge",24,96,4.5,200,"12.45","1003.96","3585.6","3585.6","34852.03","55935.36","63249.98","67122.43","68843.52"
"cn-chengdu","linux","vpc","true","ecs.r5.6xlarge",24,192,7.5,150,"12.21","984.47","3516.0","3516.0","35863.2","59068.8","69616.8","75945.6","80164.8"
"cn-chengdu","linux","vpc","true","ecs.hfc5.8xlarge",32,64,6,250,"12.55","1012.02","3614.4","3614.4","35999.42","57252.1","65059.2","69396.48","71565.12"
"cn-chengdu","linux","vpc","true","ecs.c5.8xlarge",32,64,10,200,"8.95","721.72","2577.6","2577.6","26291.52","43303.68","51036.48","55676.16","58769.28"
"cn-chengdu","linux","vpc","true","ecs.hfg5.8xlarge",32,128,6,250,"16.6","1338.61","4780.8","4780.8","46469.38","74580.48","84333.31","89496.58","91791.36"
"cn-chengdu","linux","vpc","true","ecs.g5.8xlarge",32,128,10,200,"12.78","1030.39","3680.0","3680.0","37536.0","61824.0","72864.0","79488.0","83904.0"
"cn-chengdu","linux","vpc","true","ecs.g5ne.8xlarge",32,128,15,600,"17.32","1396.63","4988.0","4988.0","50877.6","83798.4","98762.4","107740.8","113726.4"
"cn-chengdu","linux","vpc","true","ecs.i2g.8xlarge",32,128,6,200,"11.063","1486.79","5310.0","5310.0","54162.0","89208.0","105138.0","114696.0","121068.0"
"cn-chengdu","linux","vpc","true","ecs.i2.8xlarge",32,256,6,200,"13.56","1822.45","6508.8","6508.8","66389.76","109347.84","128874.24","140590.08","148400.64"
"cn-chengdu","linux","vpc","true","ecs.r5.8xlarge",32,256,10,200,"16.28","1312.63","4688.0","4688.0","47817.6","78758.4","92822.4","101260.8","106886.4"
"cn-chengdu","linux","vpc","true","ecs.gn6i-c24g1.12xlarge",48,186,15,240,"30.94","2494.79","8910.0","8910.0","90882.0","149688.0","176418.0","192456.0","203148.0"
"cn-chengdu","linux","vpc","true","ecs.hfg5.14xlarge",56,160,10,400,"27.52","2219.55","7927.0","7927.0","77050.44","123661.2","139832.28","148393.44","152198.4"
"cn-chengdu","linux","vpc","true","ecs.c5.16xlarge",64,128,20,400,"17.9","1443.45","5155.2","5155.2","52583.04","86607.36","102072.96","111352.32","117538.56"
"cn-chengdu","linux","vpc","true","ecs.g5.16xlarge",64,256,20,400,"25.56","2060.79","7360.0","7360.0","75072.0","123648.0","145728.0","158976.0","167808.0"
"cn-chengdu","linux","vpc","true","ecs.g5ne.16xlarge",64,256,30,1200,"31.2","2517.75","8992.0","8992.0","91718.4","151065.6","178041.6","194227.2","205017.6"
"cn-chengdu","linux","vpc","true","ecs.i2g.16xlarge",64,256,10,400,"22.128","2973.59","10620.0","10620.0","108324.0","178416.0","210276.0","229392.0","242136.0"
"cn-chengdu","linux","vpc","true","ecs.i2.16xlarge",64,512,10,400,"27.12","3644.92","13017.6","13017.6","132779.52","218695.68","257748.48","281180.16","296801.28"
"cn-chengdu","linux","vpc","true","ecs.r5.16xlarge",64,512,20,400,"32.56","2625.27","9376.0","9376.0","95635.2","157516.8","185644.8","202521.6","213772.8"
"cn-chengdu","linux","vpc","true","ecs.g5ne.18xlarge",72,288,33,1350,"35.1","2832.47","10116.0","10116.0","103183.2","169948.8","200296.8","218505.6","230644.8"
"cn-chengdu","linux","vpc","true","ecs.gn6i-c24g1.24xlarge",96,372,30,480,"61.88","4989.59","17820.0","17820.0","181764.0","299376.0","352836.0","384912.0","406296.0"
"cn-huhehaote","linux","vpc","true","ecs.s6-c1m1.small",1,1,0.1,15,"0.099","8.32","29.7","29.7","302.94","498.96","588.06","641.52","677.16"
"cn-huhehaote","linux","vpc","true","ecs.s6-c1m2.small",1,2,0.1,15,"0.189","15.12","54.0","54.0","550.8","907.2","1069.2","1166.4","1231.2"
"cn-huhehaote","linux","vpc","true","ecs.s6-c1m4.small",1,4,0.1,15,"0.279","22.68","81.0","81.0","826.2","1360.8","1603.8","1749.6","1846.8"
"cn-huhehaote","linux","vpc","true","ecs.t6-c2m1.large",2,1,0.08,6,"0.058","4.76","17.0","17.0","173.4","285.6","336.6","367.2","387.6"
"cn-huhehaote","linux","vpc","true","ecs.t6-c1m1.large",2,2,0.08,10,"0.117","9.52","34.0","34.0","346.8","571.2","673.2","734.4","775.2"
"cn-huhehaote","linux","vpc","true","ecs.t6-c1m2.large",2,4,0.08,10,"0.235","19.04","68.0","68.0","693.6","1142.4","1346.4","1468.8","1550.4"
"cn-huhehaote","linux","vpc","true","ecs.s6-c1m2.large",2,4,0.2,20,"0.379","30.24","108.0","108.0","1101.6","1814.4","2138.4","2332.8","2462.4"
"cn-huhehaote","linux","vpc","true","ecs.hfc6.large",2,4,1,30,"0.404","54.32","194.0","194.0","1978.8","3259.2","3841.2","4190.4","4423.2"
"cn-huhehaote","linux","vpc","true","ecs.c6.large",2,4,1,30,"0.349","47.12","168.3","168.3","1716.66","2827.44","3332.34","3635.28","3837.24"
"cn-huhehaote","linux","vpc","true","ecs.s6-c1m4.large",2,8,0.4,20,"0.559","45.36","162.0","162.0","1652.4","2721.6","3207.6","3499.2","3693.6"
"cn-huhehaote","linux","vpc","true","ecs.t6-c1m4.large",2,8,0.08,10,"0.471","38.08","136.0","136.0","1387.2","2284.8","2692.8","2937.6","3100.8"
"cn-huhehaote","linux","vpc","true","ecs.hfg6.large",2,8,1,30,"0.495","66.64","238.0","238.0","2427.6","3998.4","4712.4","5140.8","5426.4"
"cn-huhehaote","linux","vpc","true","ecs.g6.large",2,8,1,30,"0.449","60.48","216.0","216.0","2203.2","3628.8","4276.8","4665.6","4924.8"
"cn-huhehaote","linux","vpc","true","ecs.g6e.large",2,8,10,90,"0.549","73.92","264.0","264.0","2692.8","4435.2","5227.2","5702.4","6019.2"
"cn-huhehaote","linux","vpc","true","ecs.hfr6.large",2,16,1,30,"0.656","88.2","315.0","315.0","3213.0","5292.0","6237.0","6804.0","7182.0"
"cn-huhehaote","linux","vpc","true","ecs.r6.large",2,16,1,30,"0.599","80.14","286.2","286.2","2919.24","4808.16","5666.76","6181.92","6525.36"
"cn-huhehaote","linux","vpc","true","ecs.s6-c1m2.xlarge",4,8,0.4,30,"0.749","60.48","216.0","216.0","2203.2","3628.8","4276.8","4665.6","4924.8"
"cn-huhehaote","linux","vpc","true","ecs.hfc6.xlarge",4,8,1.5,50,"0.808","108.64","388.0","388.0","3957.6","6518.4","7682.4","8380.8","8846.4"
"cn-huhehaote","linux","vpc","true","ecs.c6.xlarge",4,8,1.5,50,"0.699","94.25","336.6","336.6","3433.32","5654.88","6664.68","7270.56","7674.48"
"cn-huhehaote","linux","vpc","true","ecs.t6-c1m4.xlarge",4,16,0.16,20,"0.943","76.16","272.0","272.0","2774.4","4569.6","5385.6","5875.2","6201.6"
"cn-huhehaote","linux","vpc","true","ecs.hfg6.xlarge",4,16,1.5,50,"0.991","133.28","476.0","476.0","4855.2","7996.8","9424.8","10281.6","10852.8"
"cn-huhehaote","linux","vpc","true","ecs.s6-c1m4.xlarge",4,16,0.8,30,"1.129","90.72","324.0","324.0","3304.8","5443.2","6415.2","6998.4","7387.2"
"cn-huhehaote","linux","vpc","true","ecs.g6.xlarge",4,16,1.5,50,"0.899","120.96","432.0","432.0","4406.4","7257.6","8553.6","9331.2","9849.6"
"cn-huhehaote","linux","vpc","true","ecs.g6e.xlarge",4,16,10,100,"1.099","147.84","528.0","528.0","5385.6","8870.4","10454.4","11404.8","12038.4"
"cn-huhehaote","linux","vpc","true","ecs.hfr6.xlarge",4,32,1.5,50,"1.312","176.4","630.0","630.0","6426.0","10584.0","12474.0","13608.0","14364.0"
"cn-huhehaote","linux","vpc","true","ecs.r6.xlarge",4,32,1.5,50,"1.189","160.27","572.4","572.4","5838.48","9616.32","11333.52","12363.84","13050.72"
"cn-huhehaote","linux","vpc","true","ecs.c6.2xlarge",8,16,2.5,80,"1.399","188.5","673.2","673.2","6866.64","11309.76","13329.36","14541.12","15348.96"
"cn-huhehaote","linux","vpc","true","ecs.s6-c1m2.2xlarge",8,16,0.8,60,"1.499","120.96","432.0","432.0","4406.4","7257.6","8553.6","9331.2","9849.6"
"cn-huhehaote","linux","vpc","true","ecs.hfc6.2xlarge",8,16,2.5,80,"1.616","217.28","776.0","776.0","7915.2","13036.8","15364.8","16761.6","17692.8"
"cn-huhehaote","linux","vpc","true","ecs.t6-c1m4.2xlarge",8,32,0.32,40,"1.888","152.32","544.0","544.0","5548.8","9139.2","10771.2","11750.4","12403.2"
"cn-huhehaote","linux","vpc","true","ecs.hfg6.2xlarge",8,32,2.5,80,"1.983","266.56","952.0","952.0","9710.4","15993.6","18849.6","20563.2","21705.6"
"cn-huhehaote","linux","vpc","true","ecs.s6-c1m4.2xlarge",8,32,1.2,60,"2.249","181.44","648.0","648.0","6609.6","10886.4","12830.4","13996.8","14774.4"
"cn-huhehaote","linux","vpc","true","ecs.g6.2xlarge",8,32,2.5,80,"1.799","241.92","864.0","864.0","8812.8","14515.2","17107.2","18662.4","19699.2"
"cn-huhehaote","linux","vpc","true","ecs.g6e.2xlarge",8,32,10,160,"2.199","295.68","1056.0","1056.0","10771.2","17740.8","20908.8","22809.6","24076.8"
"cn-huhehaote","linux","vpc","true","ecs.hfr6.2xlarge",8,64,2.5,80,"2.624","352.8","1260.0","1260.0","12852.0","21168.0","24948.0","27216.0","28728.0"
"cn-huhehaote","linux","vpc","true","ecs.r6.2xlarge",8,64,2.5,80,"2.389","320.54","1144.8","1144.8","11676.96","19232.64","22667.04","24727.68","26101.44"
"cn-huhehaote","linux","vpc","true","ecs.hfc6.3xlarge",12,24,4,90,"2.424","325.92","1164.0","1164.0","11872.8","19555.2","23047.2","25142.4","26539.2"
"cn-huhehaote","linux","vpc","true","ecs.c6.3xlarge",12,24,4,90,"2.099","282.74","1009.8","1009.8","10299.96","16964.64","19994.04","21811.68","23023.44"
"cn-huhehaote","linux","vpc","true","ecs.hfg6.3xlarge",12,48,4,90,"2.974","399.84","1428.0","1428.0","14565.6","23990.4","28274.4","30844.8","32558.4"
"cn-huhehaote","linux","vpc","true","ecs.g6.3xlarge",12,48,4,90,"2.699","362.88","1296.0","1296.0","13219.2","21772.8","25660.8","27993.6","29548.8"
"cn-huhehaote","linux","vpc","true","ecs.hfr6.3xlarge",12,96,4,90,"3.937","529.2","1890.0","1890.0","19278.0","31752.0","37422.0","40824.0","43092.0"
"cn-huhehaote","linux","vpc","true","ecs.r6.3xlarge",12,96,4,90,"3.579","480.82","1717.2","1717.2","17515.44","28848.96","34000.56","37091.52","39152.16"
"cn-huhehaote","linux","vpc","true","ecs.c6.4xlarge",16,32,5,100,"2.809","376.99","1346.4","1346.4","13733.28","22619.52","26658.72","29082.24","30697.92"
